Sequencial;Sequencial_Reposta;Resposta;Aluno;Pergunta;Resposta2;NívelRubrica
1079;1079;1079;52;32;A escolha do nome Zé gotinha foi escolhido por mais mais de 10 mil cartas sugerindo o nome de zé gotinha.;
1080;1080;1080;52;34;Os organizadores entederam que o nome seria este, para escolher só um vencedor, foi feito um sortei. Um menino do Distrito Federal levou um prêmio.;1
1081;1081;1081;52;36;Um menino do Distrito Federal levou um prêmio.;3
1094;1094;1094;53;1;mascote;2
1104;1104;1104;53;5;porque e uma doença;1
1106;1106;1106;53;6;doença que causa paralisia nas crianças;3
1105;1105;1105;53;7;porque e so   gotinhas;3
1107;1107;1107;53;11;para que todas as crianças  do mundo participase;1
1108;1108;1108;53;13;ele e um personagem que não passa medo;2
1109;1109;1109;53;15;ele e escultor;3
1110;1110;1110;53;16;distacar a resposta do criador;2
1111;1111;1111;53;17;fato;1
1112;1112;1112;53;18;fque as pessoar come caram a vacinar sem medo;2
1095;1095;1095;53;20;a pessoa que criou ele;2
1113;1113;1113;53;21;quando uma pessoa muito assustada;3
1114;1114;1114;53;22;arquivo do pessoal do criador;
1096;1096;1096;53;25;era assustadora;2
1097;1097;1097;53;26;1986;3
1103;1103;1103;53;27;para que as crianças fosse vacinadas;2
1098;1098;1098;53;28;ele era apenas uma gotinha agora e um boneco;2
1099;1099;1099;53;30;ele estava triste porque não tinha nome;3
1100;1100;1100;53;32;as pessoas fez um concursso para escolhe e seu nome;2
1101;1101;1101;53;34;porque varias pessoas escolheram esse nome;2
1102;1102;1102;53;36;menino do distrito federal;3
1115;1115;1115;54;1;É um mascote;2
1125;1125;1125;54;5;porque e uma doença seria;1
1127;1127;1127;54;6;doença que causa paralisia;2
1126;1126;1126;54;7;por que era so uma gotinha;3
1128;1128;1128;54;11;para que todas as criança do mundo participase;1
1129;1129;1129;54;13;ele e um personagem que não passa medo;2
1130;1130;1130;54;15;ele e iscutor;3
1131;1131;1131;54;16;destacar a resposta do criador;2
1132;1132;1132;54;17;fato;1
1133;1133;1133;54;18;que as pesso comesaram a vacinar sem medo;2
1116;1116;1116;54;20;quem criou sego tinha;3
1134;1134;1134;54;21;quando uma pessoa muito assus tada;3
1135;1135;1135;54;22;arquivo pessual do criador;2
1117;1117;1117;54;25;era asustadora;2
1118;1118;1118;54;26;1986;3
1124;1124;1124;54;27;por que todos fosen vacinados;2
1119;1119;1119;54;28;ele era apenas uma gotinha agora e um buneco;2
1120;1120;1120;54;30;porque ele não tinha nome;3
1121;1121;1121;54;32;fiseram um concursso par a escolhero nome dele;2
1122;1122;1122;54;34;porque varias pessoas escolheram  esse nome para ele;2
1123;1123;1123;54;36;um menino do distrito federal;3
1136;1136;1136;55;1;O ze gotinha e uma gotinha.;1
1146;1146;1146;55;5;Por que vacina faiz bem para a saude.;2
1148;1148;1148;55;6;Uma doença que não o deixa andar.;2
1147;1147;1147;55;7;Por que e rapido e nao doi.;3
1149;1149;1149;55;11;Por que nâo existia celular.;1
1150;1150;1150;55;13;Por que o personagem incentiva as crianças.;1
1151;1151;1151;55;15;cria vacina.;1
1152;1152;1152;55;16;Serve para separar as coisas.;1
1153;1153;1153;55;17;O primeiro trecho e um fato e a segunda uma opiniao.;3
1154;1154;1154;55;18;O primeiro e por causa que acabou o medo e o segundo deslanchou foi pra frente.;3
1137;1137;1137;55;20;A Darlan rosa e a criadora do ze gotinha.;2
1155;1155;1155;55;21;Com medo de tomar injeção.;1
1156;1156;1156;55;22;Foi tirado do arquivo pessoal de Darnl Rosa.;3
1138;1138;1138;55;25;As propagan as antes de ze gotinha eram cartases.;1
1139;1139;1139;55;26;Ze gotinha foi criado em 1986.;3
1145;1145;1145;55;27;A ideia era arrecadar dinheiro;1
1140;1140;1140;55;28;CARACTERISTICA: Hoje em dia ele ta maior e mais branquinho e antes ele era bem azulzinho e mais fofinho.;2
1141;1141;1141;55;30;Por que ele nao tinha amigos.;1
1142;1142;1142;55;32;Foi feito o nome Ze Gotinha porque ele e uma gota.;1
1143;1143;1143;55;34;Por que ele e uma gota ai eles pensaram que podia ser o nome Ze Gotinha.;1
1144;1144;1144;55;36;Foi Darln Rosa.;
1157;1157;1157;56;1;mascote;2
1167;1167;1167;56;5;porque e uma doença seria;1
1169;1169;1169;56;6;doença que causa paralisia nas criança;3
1168;1168;1168;56;7;porque e só gotinhas;3
1170;1170;1170;56;11;para que todas as criança do mundo participase;1
1171;1171;1171;56;13;ele e um personagem que não passa medo;2
1172;1172;1172;56;15;ele e escutor;
1173;1173;1173;56;16;destacar a resposta do criador;
1174;1174;1174;56;17;fato;1
1175;1175;1175;56;18;que as pessoa comesaram a vacinar sem mendo;2
1158;1158;1158;56;20;a pessoa que criou ele;2
1176;1176;1176;56;21;quando uma pessoa esta  muito assustada;3
1177;1177;1177;56;22;arquivo pessoal do criador;2
1159;1159;1159;56;25;era assustadora;2
1160;1160;1160;56;26;1986;3
1166;1166;1166;56;27;para que as criança fosse vacinadas;2
1161;1161;1161;56;28;ele era apenas uma gotinha agora e um boneco;2
1162;1162;1162;56;30;porque ele não tinha nome;3
1163;1163;1163;56;32;as pessoa fez um concurso para escolher o seu nome;2
1164;1164;1164;56;34;porque varias pessoas escolheram esse nome  para ele;
1165;1165;1165;56;36;um menino do disfiro federal;3
1178;1178;1178;57;1;um     mascote;2
1188;1188;1188;57;5;pois   ela  fas    bem para   a  saude;2
1190;1190;1190;57;6;doensas    que  fas   paraiesia;2
1189;1189;1189;57;7;proque  sao  apenas  gotas;3
1191;1191;1191;57;11;proque    naopara  todas  as   criansia;1
1192;1192;1192;57;13;ele  nao  pasa  medo;2
1193;1193;1193;57;15;o   ze   gotinhaa   autamete   ele    fas   pogadapa;1
1194;1194;1194;57;16;destacar    a   resposta    do    criado;2
1195;1195;1195;57;17;fato;1
1196;1196;1196;57;18;que   as   pesaso       comesaral   a  vasinararmedo;2
1179;1179;1179;57;20;quem  criou   mascote;2
1197;1197;1197;57;21;medo  de  se    vasinaralarqe;1
1198;1198;1198;57;22;arqivo;
1180;1180;1180;57;25;era  assustador;2
1181;1181;1181;57;26;1986;3
1187;1187;1187;57;27;por  que   todos  fosen   vasinados;2
1182;1182;1182;57;28;agora  e  um    personagem;
1183;1183;1183;57;30;porque    ele     nao    tinha   nome;3
1184;1184;1184;57;32;com   um   con   um   voto;
1185;1185;1185;57;34;porque   varias   pesoas    escoleram    ese    mone;
1186;1186;1186;57;36;um   menino  do  distrito  federal;3
1199;1199;1199;58;1;Zé Gotinha e uma representação da vacina;2
1209;1209;1209;58;5;para o bem da sou saúde;2
1211;1211;1211;58;6;doença que causa paralisia nas crianças;3
1210;1210;1210;58;7;por que faz bem para voce;2
1212;1212;1212;58;11;Por que na época não havia acesso a internet.;2
1213;1213;1213;58;13;Uma gotinha;1
1214;1214;1214;58;15;Atualmente ele trabalha como escultor.;3
1215;1215;1215;58;16;Para fazer citação.;2
1216;1216;1216;58;17;Fato;1
1217;1217;1217;58;18;BLOQUEIO/PROGREDIU;
1200;1200;1200;58;20;Darlan Rosa foi que criou o Zé Gotinha;3
1218;1218;1218;58;21;Ter muito medo;
1219;1219;1219;58;22;Arquivo pessoal do criador;2
1201;1201;1201;58;25;As propagandas dele a parecia ele chorando em um cantinho dizia que esta triste por que não tinha nome;1
1202;1202;1202;58;26;1986 na cidade de Brasília;3
1208;1208;1208;58;27;Para as crianças não ter medo;2
1203;1203;1203;58;28;em 1986 ele era um desenho e hoje em dia ele um boneco;2
1204;1204;1204;58;30;Por que não tinha nome;3
1205;1205;1205;58;32;O nome dele foi escolhido em um corncuso;2
1206;1206;1206;58;34;10mil de cartas para o nome de Zé gotinha;2
1207;1207;1207;58;36;Um menino do Distrito Federal;3
1220;1220;1220;59;1;ele é um gota/mascote;2
1230;1230;1230;59;5;tira doença  .;1
1232;1232;1232;59;6;doença;2
1231;1231;1231;59;7;Tira doenças.;2
1233;1233;1233;59;11;Para ele ter um nome.;
1234;1234;1234;59;13;Vai na boca;1
1235;1235;1235;59;15;Escutor;
1236;1236;1236;59;16;Para tirar de algo.;
1237;1237;1237;59;17;O primeira é um fato e a segunda é opinião.;3
1238;1238;1238;59;18;foi para frente;2
1221;1221;1221;59;20;ele foi quem  invento o ze gotinha .;3
1239;1239;1239;59;21;Muito medo a primeira e a segunda trecho.;3
1240;1240;1240;59;22;arquivo pessoal da criadora;2
1222;1222;1222;59;25;era um sucesso   .;1
1223;1223;1223;59;26;1986.;3
1229;1229;1229;59;27;as crianças vacinarem.;2
1224;1224;1224;59;28;É maior .;1
1225;1225;1225;59;30;ele nao tinha nome .;3
1226;1226;1226;59;32;Muitas catas.;
1227;1227;1227;59;34;O nome dele é assim ,pois ele era uma gota.;1
1228;1228;1228;59;36;Foi a criadora.;1
1241;1241;1241;60;1;o zé gotinha e uma gotinha que e uma vacina.;1
1251;1251;1251;60;5;porque temos que tomar pra nao ficar desprotejidos;2
1253;1253;1253;60;6;poliomielite e uma doença;2
1252;1252;1252;60;7;porque nao doi.;3
1254;1254;1254;60;11;porque na epoca nao tinha internete celulares e outros aparelhos;2
1255;1255;1255;60;13;porque gotinha nao doi;1
1256;1256;1256;60;15;atualmente ele trabalha como escultor;3
1257;1257;1257;60;16;para tirar de um lugar;1
1258;1258;1258;60;17;1fato 2 opnião;3
1259;1259;1259;60;18;seguiu em frente;2
1242;1242;1242;60;20;Darlan rosa foi quem criou o Zé gotinha.;3
1260;1260;1260;60;21;significa que ele esta morrendo de medo de tomar vacina.;1
1261;1261;1261;60;22;arquivo pessoal da criadora;2
1243;1243;1243;60;25;as propagrandas de vacina antes do zé gotinha era um sucesso;1
1244;1244;1244;60;26;1986;3
1250;1250;1250;60;27;fazer uma vacina de gota.;1
1245;1245;1245;60;28;nasceu em 1986 mas de la pra ca nao mudou nada continua branquinho e uma gota;1
1246;1246;1246;60;30;ele aparecia no comercial chorando pq nao tinha nome;3
1247;1247;1247;60;32;a escolha do nome zé gotinha foi feita porque ele e uma gota;
1248;1248;1248;60;34;porque ele é uma gota de vacina;1
1249;1249;1249;60;36;quem levou o premio pela ecolha do nome zé gotinha foia a criadora darlan rosa;
1262;1262;1262;61;1;MASCOTE DAS VACINAS.;2
1272;1272;1272;61;5;PORQUE AS CRIANÇAS TINHAM MEDO DE IR TOMAR VACINA .;
1274;1274;1274;61;6;É A DOENÇA PORQUE O ZÉ GOTINHA FOI CRIADO.;1
1273;1273;1273;61;7;POR QUE NAO DEI .;3
1275;1275;1275;61;11;PORQUE ANTIGAMENTE NÃO EXISTIA ELETRONICOS .;2
1276;1276;1276;61;13;PORQUE ELAS NÃO TOMAREM A VACINA ELAS PODEM ATE MORRER.;1
1277;1277;1277;61;15;ATUALMENTE ELE TREBALHA COMO ESCULTOR .;3
1278;1278;1278;61;16;PORQUE E UMA FALA .;2
1279;1279;1279;61;17;FATO DARLAN VIROU ATE NOME DE PREDIO RESIDENCIALNA CIDADE OPINIAO AQUI , SOU UMA PESSOA ILUSTE.;3
1280;1280;1280;61;18;ACABOU OS MEDOS FICOU FAMOSA.;2
1263;1263;1263;61;20;CRIADORA DO ZÉ GOTINHA.;2
1281;1281;1281;61;21;FICAR COM MUITO MEDO .;3
1282;1282;1282;61;22;ARQIVO PESSOAL DE DARLAN ROSA.;3
1264;1264;1264;61;25;ERA ASSUSTADORA PARA AS CRIANÇAS .;2
1265;1265;1265;61;26;ELE FOI CRIADO EM 1986.;3
1271;1271;1271;61;27;A IDEIA PRINCIPAL ERA PARA AS CRIANÇAS PARAREN DE TER MEDO DE TOMAR VACINA .;3
1266;1266;1266;61;28;ELE NACEU EM  1986. ELE ERA DIFERNTE SDE HOJE EM DIA . QUANDO NASCEU ERA  PEQUENO ,MAGRO .AGORA ELE É GRANDE;2
1267;1267;1267;61;30;ELE APARECE CHORANDO, POIS ELE NÃO TINHA UM NOME .;3
1268;1268;1268;61;32;FOI FEITA A ELCOLHA DO NOME ZÉ GOTINHA  EM UM CONCURSO .;2
1269;1269;1269;61;34;PORQUE FOI VOTADO .;1
1270;1270;1270;61;36;TINHA LEVADO O PEMIO FOI UM MENINO DO DISTRITO FEDERAL.;3
1283;1283;1283;62;1;O ZÉ GOTINHHA É O REPRESENTANTE DO POSTO DE SÁUDE .;1
1293;1293;1293;62;5;PORQUE AS PESSOAS TINHAM MEDO.;1
1295;1295;1295;62;6;DOENÇA CAUSADA PARALISIA.;2
1294;1294;1294;62;7;POIS E PARA O BEM DA NOSSA SÁUDE.;3
1296;1296;1296;62;11;PORQUE E A MAIORIA DOS VOTOS.;1
1297;1297;1297;62;13;CORAGEM.;2
1298;1298;1298;62;15;INSENTIVA AS CRIANÇAS A TOMAREM VACINA.;1
1299;1299;1299;62;16;PARA INDICAR QUE UMA PESSOA FALOU.;2
1300;1300;1300;62;17;FATO.;1
1301;1301;1301;62;18;O ZÉ GOTINHA.;1
1284;1284;1284;62;20;A PESSOA QUE CRIOU O ZÉ GOTINHA.;3
1302;1302;1302;62;21;TER MUITO MEDO.;3
1303;1303;1303;62;22;AR  QUIVO PESSOAL;2
1285;1285;1285;62;25;ANTES DA CRIAÇÃO DO ZÉ GOTINHA AS POPAGANDAS ERAM ASSUSTADORAS.;2
1286;1286;1286;62;26;ZÉ GOTINHA FOI CRIADO EM 1986.;3
1292;1292;1292;62;27;PARAR DE TER MEDO DE TOMAR VACINA.;2
1287;1287;1287;62;28;OS DESENHOS HOJE SÃO MAIS REALISTAS.;1
1288;1288;1288;62;30;POIS ELE NÃO TINHA NOME.;3
1289;1289;1289;62;32;10 MIL CARTAS FORAM COM O NOME ZÉ GOTINHA;2
1290;1290;1290;62;34;POIS FOI O MAIS VOTADO.;1
1291;1291;1291;62;36;DISTRITO  FEDERAL.;1
1304;1304;1304;63;1;OZÉ GOTINHA É O MOTIVO DAS CRIANÇAS TEREN CORAGEM ANTIGAMENTE.;1
1314;1314;1314;63;5;PARA AS CRIANÇAS E ADUTOS OU BEBES E IDOSOS.;
1316;1316;1316;63;6;UMA DOEMSA QUE PARALIZA AS CRIANÇAS.;
1315;1315;1315;63;7;POR QUE É IMPORTANTE PARA SUA SAUDE.;3
1317;1317;1317;63;11;PORQUE A MAIORIA DOS VOTOS SÃO DESE JEITO.;1
1318;1318;1318;63;13;É A CORAGEM DO ZÉ GOTINHA.;2
1319;1319;1319;63;15;ELE INSENTIVA AS CRIANÇAS A TOMAREN VASINAS.;1
1320;1320;1320;63;16;PARA MOSTRAR QUE UMA PESSOA INDICOL.;
1321;1321;1321;63;17;FATO.;1
1322;1322;1322;63;18;O ZÉ GOTINHA.;
1305;1305;1305;63;20;DARLAN É A PESSOA QUE CRIOU O ZÉ GOTINHA.;3
1323;1323;1323;63;21;O MEDO DAS PESSOAS.;1
1324;1324;1324;63;22;AR QUIVO PESSOAU.;
1306;1306;1306;63;25;ÉSAS PROPAGANDAS ÉRAM MEIO ASUSTADORAS.;2
1307;1307;1307;63;26;ESTE PERSONAGEM FOI CRIADO EM 1986.;3
1313;1313;1313;63;27;PARA AS CRIANÇAS NÃO TEREN MEDO DE TOMAR VACINAS.;3
1308;1308;1308;63;28;AS CARACTERÍSTICAS SÃO QUE ELE FICOL MAS REALISTA.;2
1309;1309;1309;63;30;É PORQUE ELE NUNCA TEVE NOME. POR ISSO ELE ESTAVA CHORANDO.;2
1310;1310;1310;63;32;10MIL CARTAS COM O NOME DO ZÉ GOTINHA.;2
1311;1311;1311;63;34;PORQUE FOI O MAIS VOTADO.;
1312;1312;1312;63;36;DISTRITO FEDERAL.;1
1325;1325;1325;64;1;MASCOTE   DA  VASINA.;2
1335;1335;1335;64;5;PORQUE  E  UM  MEIO   DE   PROTESÃO.;2
1337;1337;1337;64;6;É  PORQUE  O   ZÉ  GOTINHA  FOI   CIRADO.;
1336;1336;1336;64;7;PORQUE   NÃO  DOE .;3
1338;1338;1338;64;11;PORQUE  NÃO   ESISTIA   ELETORNICO.;2
1339;1339;1339;64;13;A   NÃO  TER  MEDO.;1
1340;1340;1340;64;15;ELE    FAZ  ATUAMENTE.;1
1341;1341;1341;64;16;PORQUE  E   UM   FALA.;2
1342;1342;1342;64;17;FATO DARLEN    VIROU    ATE   NOME  DE   PREDIO   RESIDENCIAL  NA  CIDADE.OPINIÃO AQUI,SOU  UMA  PESSOAILUSTRE.;3
1343;1343;1343;64;18;DESABOU.;1
1326;1326;1326;64;20;CRIADOR  DO   ZE    COTINA.;3
1344;1344;1344;64;21;O   MEDO.;1
1345;1345;1345;64;22;NO   PRAQUE.;1
1327;1327;1327;64;25;ERA  ASUSTADRO  PARA    AS  CRIANSAS.;2
1328;1328;1328;64;26;ELE  NACEU  EM   1986.;3
1334;1334;1334;64;27;E   QUE   AS   CRIANÇAS   TOMACE   A  VASINA.;
1329;1329;1329;64;28;ELE   NASCEU   EM  1986    HOJE   ELE  NÃO  ESISTE  MAS  .;1
1330;1330;1330;64;30;PORQUE  ELE  NÃO  TEM   ATEMÇÃO.;1
1331;1331;1331;64;32;ELE   FOI  CHAMADO   DE  ZE   GOTNIA    PORQUE    TEM   A  VASINA    DA    GOTA.;1
1332;1332;1332;64;34;PORQUE  TEM   AVE   COM  UMA   VACINA.;1
1333;1333;1333;64;36;O  DARLAN   QUE   CRIOUO   NOME   DO   ZE.;
1346;1346;1346;65;1;Zé Gotinha é um personagem desenvolvido por Darlan Rosa que ajuda as crianças com o medo da vacinação.;3
1356;1356;1356;65;5;A vacina é um assunto sério pois, ela é fundamental na vida de crianças, idosos ,adultos não importa a idade .A vacina previne doenças que podem ser simples como resfriado ou mais graves que podem levar até ao falecimento.;3
1358;1358;1358;65;6;Poliomielite é a doença que causa paralisia nas crianças.;3
1357;1357;1357;65;7;Não é preciso ter medo ,pois a vacina é só uma picadinha que é bem melhor do que ficar doente.;3
1359;1359;1359;65;11;Porque essa campanha foi criada antigamente onde não existia tecnologia.;2
1360;1360;1360;65;13;O que incentiva as crianças é a coragem o jeito do Zé Gotinha.;2
1361;1361;1361;65;15;Atualmente ele é escultor.;3
1362;1362;1362;65;16;Esse recurso serve para indicar a fala do criador.;2
1363;1363;1363;65;17;O primeiro é um fato, e  o segundo é uma opinião.;3
1364;1364;1364;65;18;O primeiro tem o sentido de falar que os medos das crianças de vacina acabaram graças ao Zé Gotinha .A segunda palavra tem o sentido de falar que a campanha se desenvolveu.;3
1347;1347;1347;65;20;Darlan Rosa é uma mulher de 75 anos que criou em 1986 o famoso Zé Gotinha.;2
1365;1365;1365;65;21;O significado é que precisa que todo mundo precisa ter muito medo.;3
1366;1366;1366;65;22;Selecionaram  este desenho do arquivo pessoal da Darlan Rosa.;2
1348;1348;1348;65;25;As propagandas de vacina eram assustadoras que em vez de ajudar as crianças a ter menos medo , elas ficaram com mais ainda.;3
1349;1349;1349;65;26;Zé Gotinha foi criado em 1986.;3
1355;1355;1355;65;27;A ideia principal era ser um boneco de duas bolinhas e pólio.;
1350;1350;1350;65;28;Quando nasceu era um boneco com duas gotinhas de pólio. atualmente é um personagem adorado pelas crianças.;2
